5000 40000
801 2191 648
801 3749 1971
802 3573 1299
802 3477 1456
802 1481 1288
802 2747 107
802 1418 30
802 4585 967
802 2082 1608
802 2404 1025
802 2847 1975
802 4924 103
802 3392 1550
802 4783 1083
802 2943 1114
802 4612 1036
802 1039 291
803 4493 479
803 3590 1616
803 2674 1023
803 3555 897
803 956 765
803 3407 413
803 2910 1355
803 4689 1606
803 3337 655
803 4710 1184
803 3285 85
803 4291 731
803 1436 1826
804 4272 1776
804 3604 1299
804 3644 311
804 2262 43
804 1023 712
804 1575 1753
804 4635 1303
804 4309 1470
804 4016 1220
804 4344 39
804 4124 1174
804 1575 875
804 1775 507
804 4546 1990
804 2530 1432
804 2455 852
804 2782 1710
805 1589 1681
805 2941 196
805 3120 1618
805 1263 1217
805 866 270
806 3374 1073
806 3719 1372
806 2794 684
806 4188 1845
806 4055 644
806 2603 880
806 1581 873
806 1833 98
807 1185 1578
807 3853 1921
807 1124 1017
807 3810 1465
807 4714 379
807 1102 1180
807 2455 1774
807 2486 1014
807 3838 128
807 1904 1129
807 2548 1526
807 4072 1893
807 2810 841
807 2841 62
808 3599 738
808 3905 442
808 2579 828
808 1897 1680
808 3383 1022
808 1690 1621
808 1775 1368
808 4512 1861
808 1172 369
808 2803 902
808 3046 1887
808 2288 1907
809 3308 232
809 2981 915
809 3212 1803
809 1456 954
809 2766 456
809 4778 20
809 2896 1204
809 2389 1849
809 4511 1213
809 4354 927
809 3474 500
809 4196 838
809 1000 480
809 4379 598
809 2090 30
809 2154 1555
810 3558 270
810 2528 1383
810 3908 434
810 3438 1095
810 4287 1416
810 3959 1974
810 932 195
810 2709 1970
810 2301 746
810 1881 1641
810 3160 780
810 3032 1888
810 4413 1720
811 4820 155
811 3680 667
811 3510 1065
811 1536 1913
811 3246 1390
811 4954 34
811 2273 622
811 1211 303
811 868 828
811 3000 761
811 1166 847
811 1173 774
811 2755 837
811 4084 1213
811 1541 1813
811 2127 274
811 4473 1792
811 3296 33
811 3784 626
811 1798 629
812 4550 1411
812 2037 1896
812 848 639
812 1251 836
812 1333 1609
812 1485 745
812 2210 1523
812 3262 1215
812 4166 998
812 4255 424
812 3497 120
812 4459 1766
812 1435 1030
812 2062 965
813 1631 191
813 2616 1735
813 3333 1023
813 2112 75
813 2979 965
813 2998 981
813 3193 66
813 3479 409
813 3582 134
813 2393 1898
813 2419 106
813 2634 663
814 1079 490
814 4797 418
814 2666 1441
814 4136 117
814 1955 1963
814 2887 53
814 847 1637
814 1108 1641
814 2076 358
815 2441 1524
815 3204 550
815 3935 1287
815 2181 1898
815 2186 1642
815 1414 1002
815 1353 40
815 4933 1030
815 3572 1658
815 3974 707
815 1228 1102
816 3646 889
816 3509 831
816 4808 262
816 4385 1136
816 2766 1271
816 2209 47
816 3945 44
816 4421 1043
816 3168 712
816 2250 1110
816 4976 1797
816 4851 1172
816 4531 1794
816 3790 798
817 2618 1900
817 2412 32
817 1294 912
817 2982 1385
817 3831 188
817 2977 1139
817 2646 181
817 3634 178
817 4141 217
817 3621 1030
817 3638 769
817 4888 961
817 3811 1854
817 1306 95
817 3547 1187
817 3202 1837
817 1414 1208
817 2961 499
817 3781 1107
817 2416 1203
817 1966 693
817 1184 846
818 3369 1305
818 3275 902
818 3409 1366
818 4363 1374
818 3058 477
818 985 1800
818 3351 945
818 1707 295
818 3505 629
818 4901 1991
818 2213 1667
818 4331 627
818 2194 900
818 2406 430
818 3576 681
818 1681 3
818 4924 508
818 3864 767
819 2114 373
819 1769 153
819 1491 1104
819 1997 511
819 3440 160
819 2695 1066
819 3601 271
819 2991 1537
819 2764 1424
819 4518 1467
819 4980 147
819 4253 1859
819 4310 1797
819 4721 1886
819 2770 824
819 2964 1192
819 3255 1264
819 1211 1543
819 4248 1293
819 1031 384
820 2093 738
820 2912 81
820 2754 1099
820 2444 620
820 1856 1885
820 2613 783
820 1401 594
820 909 779
820 4918 580
820 3633 1745
820 3566 334
820 2521 825
820 969 1732
820 1896 1296
820 3287 1797
821 3830 260
821 1215 1453
821 3172 1075
821 2120 657
821 4365 1218
821 2668 592
821 4961 1388
821 4495 1987
821 4540 1136
821 972 217
821 4777 260
821 2637 1126
821 4157 1462
821 3570 348
822 935 497
822 2153 978
822 1861 584
822 1342 1710
822 1970 1941
822 4335 1554
822 3458 1484
823 1052 1840
823 3081 1249
823 2477 1651
823 3970 1315
823 3873 300
823 3198 1336
823 2061 1262
823 3603 1520
823 3772 198
823 4781 351
823 4840 1705
824 3625 39
824 2150 423
824 3545 451
824 2099 1790
824 2087 133
824 4290 109
824 3783 289
824 1794 1042
824 3636 1925
824 1152 989
825 1648 721
825 1619 1943
825 4910 280
825 4973 1790
825 1701 827
825 2681 743
825 4838 226
826 4898 539
826 2183 1958
826 3928 1070
826 4086 877
826 4658 280
826 3513 1781
826 833 593
826 3488 69
826 1289 31
826 4118 302
826 3309 175
826 3649 763
826 2340 343
826 3823 975
826 4362 1755
826 4718 832
826 1185 1231
826 1523 243
826 2938 1091
826 1845 1035
827 3340 1550
827 3791 1996
827 4974 802
827 2763 327
827 2661 54
827 3029 707
827 4201 1687
827 1306 264
827 2204 1305
827 3730 331
827 3760 1407
827 1141 1326
827 3628 963
827 4147 1934
827 4091 306
828 3603 944
828 2794 607
828 2419 1672
828 4979 1275
828 3095 1937
828 4155 518
828 1225 1567
828 3740 798
828 4447 54
828 2917 1828
828 3131 207
828 3140 1648
828 3703 331
828 1000 1632
828 4451 1475
829 4147 1434
829 3959 92
829 3830 825
829 2291 1713
829 3578 1582
829 4425 154
829 4986 1694
829 1743 399
829 1963 1415
829 2893 1299
830 4827 270
830 1000 1731
830 2976 506
830 2423 754
830 2949 1422
830 4088 1297
830 1642 1244
830 1028 1418
831 2045 970
831 4300 478
831 1233 1494
831 4488 1326
831 2998 1027
831 3482 1210
831 2895 80
832 4474 730
832 2894 1174
832 4845 970
832 2142 1849
832 3144 1243
832 4729 57
832 1631 1585
832 3999 563
833 1327 648
833 3992 1565
833 4175 849
833 2188 1572
833 1173 1842
833 1502 162
833 1152 12
833 1615 1805
833 3724 625
833 3823 1506
833 1689 998
833 1520 548
833 4048 1683
833 3502 230
833 2007 1298
833 1577 1552
833 1599 1686
833 4992 347
834 4394 15
834 1926 919
834 2857 1566
834 2806 1806
834 852 193
834 3381 400
834 4103 427
834 3839 197
834 4884 315
834 1550 583
835 2521 878
835 3856 625
835 1914 1407
835 3825 888
835 1352 448
835 4946 1134
835 919 266
835 1365 1227
835 3518 1906
835 4300 1303
835 4941 1772
835 2361 768
835 3047 552
835 4436 1140
835 2187 574
835 3123 62
835 1100 1712
835 1823 1711
835 2470 1137
835 4830 1825
835 3714 1399
835 4449 1615
835 1319 366
836 1005 815
836 870 1191
836 3490 1874
836 4837 997
836 4884 1660
836 4913 1352
837 4818 1283
837 3576 262
837 2625 423
837 2225 1221
837 1435 856
837 2564 1664
837 3263 296
837 4517 569
837 1183 1633
837 3933 1274
837 2798 76
837 954 1639
837 4759 1455
837 3916 189
837 3255 659
837 4203 1425
837 2555 1181
837 1369 832
837 4733 1821
838 2469 1739
838 1989 1293
838 4200 1408
838 1762 441
838 3087 848
838 3429 1363
838 4828 1737
839 2902 816
839 2676 1649
839 4548 1709
839 2971 1774
839 4523 922
839 2946 1653
839 4048 64
839 1718 1684
839 4223 1968
839 1019 90
839 4868 1803
839 2175 798
839 2302 120
839 1453 1830
839 4248 954
839 3062 886
839 3808 1602
840 3657 679
840 3998 146
840 2903 992
840 3348 471
840 3839 909
840 4827 1397
840 1867 1744
840 1764 1834
840 4417 183
841 2569 785
841 2059 1789
841 4898 498
841 3512 922
841 2136 1797
841 3401 470
841 2418 451
841 4656 241
841 4991 405
841 4028 1158
841 1610 1856
841 2282 139
842 3064 1477
842 1424 626
842 1664 1270
842 2826 15
842 1773 1817
842 3566 547
842 3370 738
842 4449 51
842 2070 1144
842 2369 84
842 2364 1649
842 4632 728
842 3154 1691
842 3734 1972
843 2605 1446
843 4610 667
843 3453 508
843 3895 1046
843 4336 1698
843 4660 1217
843 3567 1065
843 1430 1203
843 1477 1124
843 4192 1092
843 2248 1740
843 3808 965
843 1376 1838
843 2462 387
843 4571 1318
843 980 1783
844 3477 367
844 2243 539
844 2045 1274
844 2384 1118
844 4921 1769
844 2040 1321
844 983 472
844 4071 1371
844 3168 983
844 2391 169
844 1073 489
844 3614 1910
844 2154 1258
844 3487 669
844 1462 83
844 3036 1107
845 3252 1542
845 1292 429
845 3574 205
845 2434 430
845 3875 297
845 4205 232
845 1615 420
845 3366 169
845 2311 1104
845 1018 1179
845 4393 30
845 1162 183
845 2946 11
845 4015 1306
845 3073 1364
845 890 543
846 2698 397
846 3453 961
846 3044 1717
846 4155 1863
846 4704 476
846 3412 886
846 3139 941
846 3825 413
846 4224 1605
846 1944 429
846 2001 1516
846 3715 1021
846 2315 497
846 2321 1244
846 2823 1776
846 4873 266
847 3488 889
847 3967 1609
847 4046 1658
847 2919 163
847 1664 1690
848 4695 892
848 4695 792
848 2928 809
848 1366 16
848 2913 1632
848 2926 235
848 3056 1971
848 1316 932
848 3314 1152
849 3229 708
849 2082 1244
849 3963 787
849 1558 1469
849 1770 1383
849 3501 440
849 4890 1416
849 1495 579
849 1584 785
849 3660 133
849 2909 141
849 4125 1053
849 2833 486
849 4531 780
850 3393 355
850 2477 1013
850 3395 691
850 1627 1217
850 1464 329
850 1621 725
850 2286 1469
850 2453 937
850 4189 27
850 1306 1319
850 4146 245
850 2069 634
850 3959 1319
850 1388 354
850 3791 435
850 1182 1221
850 3526 1754
850 1728 1275
851 3265 1787
851 3065 690
851 2112 25
851 4360 1664
851 1623 1746
851 2748 306
851 3700 991
851 4369 1468
851 3927 95
851 4025 368
851 2443 1858
851 4354 650
851 4682 275
851 2028 900
851 2436 199
851 1426 283
851 2660 1613
851 4456 1054
851 2402 310
851 855 450
852 2003 1461
852 4451 53
852 976 169
852 3874 1259
852 1992 916
852 2073 1744
852 3648 1950
852 3970 1397
852 3909 1409
852 2357 1868
853 3272 1432
853 2172 848
853 4227 78
853 2368 1288
853 2575 1030
853 1973 721
853 2320 1545
853 3154 1755
853 4509 728
853 3581 962
853 3933 346
853 2228 1236
853 1658 1559
853 3201 1634
853 3547 1368
853 4943 919
854 1389 1606
854 1735 487
854 4360 839
854 2177 1455
854 1822 1321
854 3458 1788
854 2766 1357
854 1569 1615
854 3897 1273
854 3649 22
854 4014 1797
854 4504 1628
854 2548 1575
854 4758 153
854 1943 55
854 4389 1871
854 2106 1020
854 2726 480
854 3086 1252
854 3139 1026
854 3023 1781
855 3954 1648
855 2715 971
855 3356 260
855 3477 1484
855 3830 1994
855 4529 923
855 4496 1700
855 4849 1513
855 4414 564
855 1800 1470
855 1764 1416
855 2271 298
855 1976 1888
855 4773 960
855 3167 1681
855 2116 1728
856 3122 1511
856 4988 671
856 3397 423
856 3091 545
856 3409 278
856 2686 317
856 2994 1379
856 1066 549
856 3220 1569
856 3213 945
856 3709 725
856 4554 179
857 2876 1166
857 953 1544
857 4328 761
857 1941 888
857 3530 399
857 2487 684
857 1406 1722
857 1849 1389
857 1398 1943
857 3591 331
857 4375 1580
857 3060 1834
857 3928 721
857 2117 767
857 3852 1142
857 3188 1594
857 2613 668
857 3245 332
858 3161 730
858 1991 1882
858 1109 1336
858 4211 1776
858 2015 1144
858 1943 1712
858 4069 926
858 3736 745
859 1617 1410
859 1744 1185
859 4727 1328
859 4908 638
859 1729 1443
859 4948 736
859 3919 1537
859 4359 260
859 1031 233
859 2054 1354
859 1755 1093
859 1671 833
860 1887 1445
860 3684 71
860 4647 1858
860 2499 500
860 1442 992
860 4933 1037
860 1347 572
860 2334 1770
860 2555 1717
860 3652 193
860 1857 2
860 1040 413
861 4671 1374
861 3427 753
861 4646 75
861 954 944
861 3503 1103
861 4818 1759
861 4398 529
861 4140 1711
861 1941 1612
861 3987 971
861 2422 281
861 1009 1453
861 3830 1637
862 944 186
862 4932 1848
862 1107 401
862 4286 109
862 2643 1161
862 1120 257
862 1744 1102
862 1214 1726
862 2455 391
862 4961 509
862 1205 41
862 3431 85
863 3962 288
863 2534 1009
863 1958 1189
863 2331 1614
863 2049 296
863 4822 452
863 2544 828
863 2198 1639
863 1100 1233
863 3092 495
863 1178 1868
863 2460 1568
863 936 1137
863 3442 1818
864 977 1175
864 1168 1538
864 4828 1731
864 2106 1729
864 3358 386
864 1572 532
864 1309 597
864 2102 1705
864 2568 778
864 936 804
864 1983 535
864 4208 0
864 1017 1473
864 3548 12
864 3729 725
864 1757 470
864 900 340
865 3853 1699
865 3479 630
865 2762 1377
865 2478 1235
865 4903 427
865 1809 911
865 2685 394
865 4086 1032
865 4860 1874
866 1979 479
866 2389 1148
866 1385 355
866 3874 1700
866 4806 635
866 3447 759
866 2083 1761
866 2672 877
866 3508 572
866 3948 658
866 4880 1850
866 3508 1239
866 2673 1553
866 4869 1317
867 4423 630
867 3521 1477
867 2566 1504
867 3089 260
867 1177 902
867 1031 1333
867 1831 466
867 4431 937
867 3742 1127
867 1753 1054
867 3354 482
867 2080 640
867 4269 1664
867 2440 1071
867 4221 1132
867 1439 1230
867 4707 786
867 1951 1939
867 1396 1361
867 2222 1290
867 3648 1986
867 2834 66
867 2742 902
867 4711 1231
867 1471 89
867 3849 85
867 1505 81
867 3567 1430
868 2566 201
868 1627 919
868 2587 216
868 956 1925
868 3747 455
868 1391 25
868 2576 397
868 3400 92
868 2545 821
868 3951 1045
868 2748 962
868 4027 116
868 4195 1488
868 3061 1154
868 4836 1426
869 3767 665
869 3630 812
869 1622 285
869 2623 1452
869 2922 1322
869 3468 788
869 1643 1612
869 2953 290
869 2594 1020
869 3669 982
869 3353 621
870 3102 1559
870 3451 570
870 3094 402
870 4822 535
870 2749 1845
870 3834 1665
870 1809 1940
870 2860 982
870 4551 1523
870 1359 1478
870 2287 619
870 4793 203
871 1134 607
871 2508 482
871 1074 224
871 1724 878
871 4239 531
871 4069 1996
871 3085 187
871 4611 1709
871 3566 1846
871 4807 285
871 2717 1921
871 1750 1830
872 3633 716
872 4159 1638
872 3679 70
872 4728 1292
872 4710 17
872 1588 421
872 4609 308
872 3465 1045
872 3132 886
872 4322 612
872 1087 1134
873 2501 686
873 3235 899
873 2953 1287
873 3920 578
873 1707 385
873 1857 811
873 4108 1684
873 3593 1218
873 1072 550
873 2152 955
873 3882 1641
873 2102 1115
873 1792 1747
873 4000 282
873 3343 875
873 2121 1479
873 1421 955
873 3550 463
873 2646 1251
874 1151 1736
874 4835 1174
874 4216 723
874 2450 39
874 3665 1582
874 2644 463
874 2627 1472
874 1498 289
874 3177 118
874 4311 690
874 3549 332
874 2875 1190
874 1010 165
875 2389 1052
875 3907 979
875 3541 1655
875 3254 1814
875 3088 1692
875 2307 2
875 3454 914
875 1319 693
875 3571 772
875 2444 291
875 1485 1615
875 2550 14
875 2908 1225
875 4357 20
875 3048 26
876 3361 1072
876 3415 1930
876 4034 206
876 2768 1037
876 4823 836
876 2535 1204
877 3397 1301
877 4743 1646
877 3315 1844
877 1462 613
877 2954 1639
877 1242 1921
877 3927 262
877 1249 471
877 4534 1948
877 4599 1681
877 3649 567
877 4983 86
877 2503 773
877 4229 180
877 1375 1327
877 1339 1611
878 3064 308
878 4349 749
878 2845 1111
878 1797 121
878 3978 731
878 2179 1944
878 1639 852
878 4194 136
878 3646 354
878 4746 726
878 2326 1721
878 3747 1286
878 2996 397
878 4653 1091
878 2378 1590
879 1883 1449
879 898 240
879 1294 581
879 4591 1466
879 1980 1353
879 2060 936
879 4032 1796
879 1544 1997
879 2253 775
879 2298 1233
879 3048 663
879 1423 1217
879 3054 249
879 3841 1743
879 4368 260
879 3793 920
879 4168 1551
879 4244 868
879 4060 1652
879 2536 346
879 1701 1976
879 2941 274
879 1653 971
880 2498 71
880 1946 253
880 1820 995
880 2157 1761
880 969 1212
880 1992 1522
880 4556 935
880 2070 169
880 2628 1264
880 2840 41
881 3094 88
881 2222 609
881 4758 1717
881 2472 484
881 1809 807
881 3438 560
881 1904 312
881 4799 459
881 2652 744
881 2237 1087
882 2676 1636
882 3999 1720
882 3964 1283
882 1567 1157
882 4766 1585
882 1740 1959
882 2708 487
882 3373 580
882 4682 212
882 3945 298
882 4815 578
883 4927 523
883 1259 1580
883 2754 205
883 1434 1935
883 1337 169
883 3848 473
883 2691 685
884 2804 815
884 4147 1524
884 3956 1054
884 3431 584
884 4726 1112
884 3373 1399
884 4396 1254
884 2772 1758
884 4203 436
884 913 1291
884 2805 1259
884 2862 1223
884 3884 885
884 4686 1171
884 3590 1490
885 1563 1181
885 3557 222
885 1870 1309
885 2942 1325
885 1667 304
885 1607 1248
885 3730 1716
885 2740 456
885 4360 361
885 965 405
885 4194 1336
885 2855 1004
885 2059 1899
886 2485 619
886 3984 1457
886 1734 1956
886 4469 1673
886 2705 1446
886 4883 264
886 1277 1
887 2615 312
887 4662 1617
887 2124 1763
887 1566 1057
887 2043 1625
887 2092 1536
887 3770 333
887 4958 772
887 2346 1644
887 3379 559
887 4218 169
887 1308 546
887 2530 372
887 2053 926
887 4430 161
887 2874 1128
887 2415 976
888 2637 741
888 2484 1249
888 4804 328
888 1005 726
888 3128 1277
888 1974 357
888 4761 1271
888 2286 890
888 2611 1559
888 3179 1294
888 1777 924
888 4648 1905
888 1702 1555
889 4554 1688
889 1409 1075
889 939 724
889 4925 1094
889 4281 665
889 3115 197
889 3680 1753
889 4856 1485
889 3781 646
889 1059 274
889 2696 645
889 2353 1929
889 1379 20
889 3234 552
890 3369 1652
890 4131 289
890 1084 1776
890 3786 580
890 2254 148
890 3936 1143
890 4542 1696
890 3159 636
890 2255 1297
891 1078 1665
891 4991 1226
891 4872 108
891 4316 1386
891 3673 638
891 2890 988
891 1188 260
891 1106 1654
891 2709 1262
891 3887 343
891 2814 579
891 918 165
891 4882 579
891 3035 601
891 2065 1253
891 1463 152
892 987 1494
892 2312 287
892 4222 1395
892 3780 1489
892 4309 1699
892 982 103
892 4416 1015
892 3023 151
892 3053 237
892 2558 966
892 2433 572
893 3060 1616
893 1769 1527
893 4162 1559
893 1423 1479
893 3909 175
893 3848 205
893 2552 463
893 1466 501
893 4749 1409
893 1008 564
893 3339 1773
893 1423 1371
893 3993 213
893 1968 1331
893 1278 126
893 1277 193
893 3590 908
894 2640 1654
894 2946 584
894 4423 1172
894 2092 190
894 4956 781
894 970 847
894 3564 13
895 2947 420
895 1254 1374
895 3768 1778
895 3311 1156
895 3351 665
895 2863 106
895 3046 812
895 4820 1498
895 2410 1416
895 2405 1756
895 3258 238
895 3441 462
895 3208 293
895 3383 1261
895 3281 1988
895 1414 1482
895 4732 1106
895 3904 0
895 1029 1074
895 2741 215
895 4544 1804
895 4815 836
895 2637 962
896 4509 1243
896 4022 701
896 4035 1512
896 4170 780
896 4968 750
896 3920 1158
896 3035 391
896 3133 956
896 1922 1016
896 2207 1729
896 3137 442
897 3318 1466
897 1310 1553
897 3680 1359
897 2738 733
897 1989 1882
897 3022 208
897 3863 2
897 4458 1934
897 2950 466
897 1942 174
897 1909 1169
897 1631 1249
897 4703 1849
897 3561 749
897 2453 1139
897 4266 525
897 2277 65
898 1295 1380
898 2269 1798
898 4205 1347
898 1549 1420
898 4324 1986
898 2808 634
898 2168 313
898 1247 1365
898 4881 1383
898 1311 534
898 2162 1358
898 2842 1127
898 4049 4
898 2574 1479
898 1591 1341
898 4948 1114
898 3063 279
898 3267 1473
898 2527 1755
898 992 879
898 1176 139
899 2069 375
899 1572 1165
899 2846 1902
899 4559 595
899 1077 520
899 4064 1941
899 4067 854
899 4274 1111
899 4659 548
899 2459 1680
899 3099 1037
899 1207 984
900 3339 196
900 4240 105
900 1260 1376
900 4975 911
900 1747 1975
900 1551 781
900 4713 597
900 4957 861
900 2700 1538
901 4540 1938
901 3275 1911
901 2722 758
901 3360 633
901 934 1303
901 3733 1519
901 3851 1774
901 4161 241
901 2820 1216
901 4030 143
901 1393 423
901 2781 1959
902 4203 1062
902 1399 1285
902 4364 1369
902 1948 1346
902 983 490
902 1710 551
902 1084 1158
902 3099 840
902 1985 217
903 1024 322
903 4025 1884
903 1077 839
903 3540 1750
903 1404 990
903 1639 130
903 1626 1008
903 2585 1203
903 4560 1219
903 3969 1949
903 4325 1494
903 2102 1685
903 4289 62
903 4902 1336
903 4850 747
903 2244 1458
903 3001 1446
903 1320 848
903 3101 360
903 1922 1
904 1275 1591
904 4237 561
904 4523 1716
904 1694 689
904 4331 1483
904 2727 1802
904 3994 320
904 2205 1642
904 2020 1647
904 2613 1449
904 4632 1499
904 3638 1477
904 3530 1910
904 3714 1759
904 4409 1397
905 1431 1054
905 1049 835
905 3038 781
905 2419 862
905 4357 668
905 2547 1920
905 2596 802
905 3966 1807
905 4911 75
905 2765 87
905 1238 1572
905 4567 731
905 3085 933
905 3161 1935
905 4495 385
905 3723 341
905 4269 690
905 3518 200
905 4639 1878
906 1551 461
906 1494 908
906 4846 323
906 2264 206
906 2549 345
906 3834 1725
906 3749 442
906 1022 812
906 944 1649
906 2252 159
906 4478 1612
906 3014 682
906 3681 1863
906 2803 427
907 1529 1385
907 2324 657
907 4208 1827
907 3709 336
907 4962 1403
907 4203 508
907 4345 68
907 3237 285
907 994 1760
907 3028 765
908 2964 586
908 3795 1873
908 2404 1151
908 4599 1821
908 1239 1737
908 2017 30
908 3509 378
909 4124 343
909 2095 280
909 2682 821
909 3512 1325
909 3936 1425
909 4065 976
909 3098 1763
909 4579 1207
910 3291 1362
910 4813 203
910 3556 1202
910 2688 730
910 2708 367
910 1088 1449
910 1141 1126
910 2079 10
910 4157 1029
910 2951 959
910 4047 1877
910 2613 1832
910 4029 1720
910 1353 1671
910 2680 1121
911 4058 1255
911 3188 1764
911 2398 1352
911 3964 1624
911 2866 1297
911 1665 1576
911 2680 95
911 4541 1403
911 1166 1978
912 4015 1626
912 3778 807
912 1952 226
912 1705 21
912 3723 1644
912 1025 131
913 4469 716
913 1990 1328
913 3471 399
913 2766 11
913 2785 586
913 1336 121
913 3573 1970
913 4159 1657
913 1384 1485
913 1487 762
914 2852 1824
914 3087 1656
914 4931 1961
914 2915 1381
914 3303 1293
914 3702 739
914 1703 121
914 1864 300
914 4830 1502
914 2295 1405
914 3859 865
914 4557 1376
914 3117 749
914 2246 568
914 1185 935
914 2239 1705
914 2423 241
914 4143 357
914 4278 1165
914 2576 1070
914 1259 1970
915 2822 362
915 2390 1619
915 3356 1515
915 4656 1344
915 3640 244
915 1128 233
915 4221 1433
915 4591 932
915 1151 1495
915 1547 864
915 2175 498
915 3052 1890
916 4940 1664
916 3377 1859
916 1663 1150
916 3628 517
916 1034 1905
916 1278 242
916 987 1063
916 3286 1730
916 3474 1680
916 3771 850
916 3036 116
916 2114 655
916 3296 1394
916 2969 93
916 1342 1088
916 3012 404
916 2259 656
917 4258 755
917 3684 691
917 2812 336
917 4785 1826
917 2567 506
917 4708 1595
917 3690 246
917 4486 634
917 4718 1407
917 1476 352
917 2865 709
917 4046 1753
917 2825 1629
918 2445 652
918 4058 427
918 3531 413
918 3007 1269
918 2095 740
918 2721 1487
918 999 1067
918 1056 1488
918 2050 1692
918 4601 1083
918 4537 1743
918 2351 122
918 2810 1
918 2126 958
919 2005 1958
919 4019 842
919 3166 32
919 4186 206
919 4764 329
919 2740 1231
919 1033 1128
919 4381 946
919 3076 527
919 2601 1639
919 4822 1075
919 4713 966
919 1541 1269
919 1752 1700
919 4948 1307
919 4250 456
919 2128 165
919 1559 837
919 4447 541
920 1716 1279
920 3740 399
920 4695 1654
920 3308 578
920 1250 95
920 1806 202
920 4995 1659
920 2794 1473
920 1178 1092
920 4125 246
920 2976 374
920 1250 1398
920 1005 1898
921 2166 662
921 3984 515
921 1859 360
921 1790 451
921 4770 1653
921 4372 432
921 3746 1603
921 3416 1548
922 3357 754
922 4929 562
922 1703 1424
922 2890 1675
922 4189 1850
922 3073 847
922 2705 1882
922 1663 1047
922 4856 1747
922 4689 1766
922 1344 718
922 2857 340
922 1078 8
922 1456 868
922 1283 729
922 3333 54
922 4574 1478
922 4646 1299
923 2343 1811
923 3093 483
923 4144 1937
923 3243 1520
923 1963 758
923 956 730
923 2933 1646
923 1111 1957
923 2365 1065
923 3199 1983
924 1943 137
924 3408 867
924 2716 269
924 2222 71
924 3421 59
924 972 1802
924 4818 761
924 3532 652
925 1731 1119
925 4847 793
925 2103 1124
925 2716 1119
925 4380 1455
925 1250 212
925 2981 115
925 2299 1020
925 2700 1329
925 4287 1192
925 3107 1511
925 4329 991
925 3859 1304
925 2829 1921
925 2956 1308
925 4531 1894
926 3093 1151
926 1064 1051
926 3698 74
926 3853 701
926 3606 368
926 3358 1888
926 4716 745
927 3117 649
927 4356 216
927 4550 1496
928 4204 1044
928 3999 45
928 3065 1915
928 3176 1366
928 3578 481
928 3083 1231
928 2466 1128
928 3655 1788
928 4151 228
928 4175 411
928 3789 746
928 2304 1292
928 2176 1079
928 3778 653
928 4300 969
928 3062 604
928 2420 1954
928 2336 494
928 3308 1398
928 2594 405
929 2053 1828
929 3966 927
929 2524 1046
929 1749 1966
929 3271 1917
929 3613 776
929 4302 119
929 1798 408
929 1429 212
929 1077 1747
929 2813 1659
930 3070 1352
930 3252 65
930 3723 597
930 2960 1457
930 4798 734
930 1028 1301
930 4063 745
930 4958 209
930 1833 36
930 1943 1120
930 4003 1044
931 4769 485
931 2799 72
931 3855 866
931 2154 1809
931 2048 1425
931 3731 1337
931 4853 855
931 3917 925
931 3515 397
932 4090 1446
932 2598 643
932 1530 302
932 1868 1493
932 4367 518
932 2986 1819
932 1834 1215
932 1263 1655
932 3829 588
932 4392 118
932 4637 1188
932 4299 829
932 1837 401
932 3538 1630
932 2111 1162
932 4145 1666
933 3020 731
933 4535 1889
933 2038 464
933 2443 36
933 2224 532
933 4955 1707
933 2987 83
933 2666 1392
933 4604 426
934 2400 293
934 4937 185
934 940 1355
934 2305 359
934 1440 1811
934 1735 1795
934 2504 1977
934 4208 1794
934 3342 1910
934 2464 1829
934 3324 549
934 4854 127
934 4621 283
934 2094 294
934 3226 494
934 2666 821
934 2686 299
934 1285 536
934 3168 225
934 4043 1151
934 2851 1323
934 4989 250
935 4918 640
935 4255 1874
935 4354 778
935 4429 112
935 2608 485
935 4350 1886
935 2351 1779
935 2072 385
935 3367 831
935 2276 1035
935 942 1044
935 4516 924
935 1185 430
935 3809 273
935 3443 1611
935 3705 544
935 2279 1026
936 4124 429
936 3825 1050
936 3164 1754
936 3478 252
936 1244 1569
936 3410 615
936 3682 1865
936 2193 1025
936 2026 623
936 4747 195
936 1248 500
936 1308 173
936 1769 332
936 3337 975
936 2808 20
936 3799 383
936 2159 881
936 2888 148
937 1236 1891
937 4669 1811
937 3684 242
937 2316 909
937 4106 953
937 3602 0
937 3095 1953
937 4793 905
938 3993 212
938 1747 1965
938 2160 261
938 3550 1413
938 3960 515
938 4455 638
939 2953 1047
939 1894 838
939 2529 399
939 3198 1732
939 1645 1983
939 4184 555
939 4621 1681
940 1525 1199
940 3653 1371
940 2285 1682
940 3563 1316
940 1576 237
940 4338 149
940 3798 1068
940 3807 1968
940 3163 183
940 2478 1565
940 1582 63
941 2446 726
941 1829 325
941 2583 88
941 4507 1159
941 1183 696
941 1031 524
941 3423 1076
941 1630 1003
941 1955 1860
941 3106 1608
941 3320 313
941 3855 1405
941 4612 404
941 4873 1647
941 4231 1087
942 1564 472
942 4404 1031
942 1116 375
942 3333 1287
942 2528 1387
942 2466 817
943 3055 1752
943 1876 1926
943 2745 1729
943 4407 22
943 4115 1943
943 4006 1340
943 1240 252
943 3443 635
943 2402 1605
943 3559 420
943 3475 1466
943 1421 413
943 3238 1006
943 2726 312
943 1563 491
944 2757 1999
944 1442 1702
944 1273 643
944 1089 1176
