100 4202
34 48 5
34 49 7
34 51 8
34 52 2
34 53 2
34 54 7
34 55 6
34 56 3
34 57 4
34 58 9
34 59 10
34 60 2
34 61 5
34 62 1
34 63 1
34 64 5
34 65 1
34 66 2
34 67 1
34 68 6
34 69 6
34 70 2
34 72 8
34 74 7
34 75 10
34 76 3
34 77 9
34 78 5
34 80 4
34 81 5
34 82 1
34 83 9
34 84 4
34 85 10
34 87 3
34 88 10
34 90 3
34 91 5
34 92 7
34 93 8
34 94 8
34 95 9
34 97 8
34 98 2
34 99 6
34 100 6
35 36 7
35 37 4
35 38 1
35 39 3
35 40 4
35 41 2
35 42 7
35 43 4
35 44 2
35 45 8
35 46 6
35 47 4
35 48 2
35 51 9
35 52 8
35 54 2
35 55 3
35 56 10
35 57 2
35 59 2
35 60 6
35 61 6
35 62 9
35 63 3
35 64 6
35 65 7
35 66 3
35 68 4
35 69 6
35 70 9
35 71 6
35 72 6
35 73 8
35 76 3
35 77 8
35 78 10
35 79 2
35 80 10
35 81 10
35 82 6
35 83 4
35 84 2
35 85 7
35 86 10
35 87 10
35 88 1
35 89 3
35 90 8
35 93 3
35 96 7
35 97 10
35 98 6
35 99 10
35 100 4
36 37 6
36 38 3
36 39 9
36 40 4
36 41 1
36 43 2
36 45 4
36 46 2
36 47 10
36 49 10
36 50 4
36 51 5
36 53 8
36 54 4
36 57 8
36 58 3
36 59 10
36 60 6
36 62 4
36 63 3
36 64 7
36 65 1
36 66 1
36 67 9
36 68 1
36 69 8
36 71 8
36 72 6
36 73 2
36 74 5
36 75 3
36 76 7
36 77 3
36 78 4
36 79 3
36 80 6
36 81 6
36 83 3
36 85 9
36 86 2
36 88 2
36 89 9
36 92 3
36 93 6
36 94 8
36 95 1
36 96 7
36 97 1
36 99 5
36 100 3
37 38 1
37 39 9
37 40 4
37 41 3
37 42 8
37 43 4
37 44 1
37 45 2
37 48 7
37 49 7
37 50 3
37 51 3
37 52 10
37 53 6
37 54 3
37 55 1
37 56 5
37 57 2
37 58 10
37 59 4
37 60 4
37 61 3
37 64 3
37 65 6
37 66 10
37 67 4
37 68 5
37 69 1
37 71 8
37 72 6
37 73 3
37 74 9
37 75 4
37 76 9
37 78 4
37 79 4
37 80 2
37 81 3
37 82 10
37 84 8
37 85 6
37 87 9
37 89 6
37 90 5
37 91 3
37 93 2
37 94 4
37 95 9
37 96 4
37 97 7
37 98 2
37 99 4
37 100 5
38 39 5
38 40 1
38 41 9
38 42 10
38 43 2
38 44 8
38 45 3
38 46 8
38 47 4
38 48 8
38 49 10
38 50 4
38 51 8
38 52 6
38 53 8
38 54 1
38 55 6
38 56 7
38 57 4
38 58 7
38 59 10
38 60 3
38 61 9
38 62 9
38 63 10
38 64 5
38 65 2
38 66 8
38 67 9
38 68 2
38 69 1
38 70 8
38 72 8
38 73 2
38 74 2
38 75 9
38 76 5
38 77 6
38 78 9
38 79 4
38 80 1
38 82 10
38 83 10
38 85 3
38 86 6
38 87 3
38 88 9
38 89 5
38 90 5
38 91 10
38 92 8
38 93 4
38 94 8
38 95 8
38 97 6
38 98 3
38 99 1
38 100 4
39 40 1
39 41 7
39 42 6
39 44 4
39 45 8
39 46 9
39 47 1
39 48 10
39 49 5
39 50 3
39 51 8
39 52 9
39 53 10
39 54 8
39 55 3
39 56 1
39 57 3
39 59 1
39 60 6
39 61 7
39 62 10
39 63 4
39 64 7
39 65 8
39 66 5
39 67 4
39 68 2
39 69 8
39 70 9
39 71 8
39 72 7
39 73 1
39 74 6
39 75 8
39 76 2
39 77 9
39 78 9
39 79 5
39 80 4
39 82 8
39 84 5
39 85 9
39 86 10
39 87 5
39 89 2
39 92 2
39 93 2
39 94 9
39 95 9
39 96 6
39 97 1
39 98 7
39 99 10
39 100 9
40 41 10
40 43 1
40 44 8
40 45 4
40 46 4
40 47 3
40 48 7
40 49 8
40 50 4
40 53 7
40 56 5
40 57 5
40 59 8
40 60 9
40 61 5
40 62 2
40 63 7
40 64 1
40 65 4
40 66 6
40 67 9
40 68 9
40 69 5
40 70 1
40 71 10
40 72 9
40 73 3
40 74 10
40 75 4
40 76 8
40 77 3
40 78 7
40 79 8
40 80 4
40 81 7
40 82 3
40 83 6
40 84 8
40 85 2
40 86 3
40 87 10
40 88 6
40 90 2
40 91 5
40 92 7
40 93 2
40 94 1
40 95 10
40 96 4
40 97 9
40 98 8
40 99 8
41 42 10
41 44 2
41 46 7
41 48 4
41 49 10
41 51 10
41 53 5
41 54 8
41 55 8
41 56 5
41 57 7
41 58 1
41 59 2
41 60 4
41 61 10
41 62 10
41 63 10
41 64 6
41 65 3
41 66 8
41 67 10
41 68 1
41 69 7
41 70 6
41 71 4
41 74 9
41 76 6
41 77 1
41 78 5
41 79 9
41 80 5
41 82 8
41 84 10
41 85 9
41 86 9
41 87 7
41 89 5
41 90 6
41 91 4
41 92 2
41 94 2
41 95 6
41 96 6
41 97 8
41 99 3
41 100 10
42 43 6
42 44 10
42 46 5
42 47 8
42 48 4
42 50 7
42 52 2
42 53 2
42 54 5
42 55 4
42 56 2
42 57 6
42 58 1
42 59 2
42 60 7
42 62 9
42 63 1
42 64 9
42 65 10
42 66 1
42 67 1
42 68 1
42 71 1
42 72 5
42 73 3
42 74 3
42 75 6
42 76 5
42 78 3
42 80 6
42 81 2
42 82 2
42 83 6
42 84 9
42 85 3
42 87 9
42 88 6
42 90 2
42 91 9
42 92 7
42 93 3
42 94 3
42 95 1
42 96 10
42 97 9
42 98 7
42 99 8
42 100 4
43 44 4
43 45 7
43 47 1
43 48 3
43 49 2
43 50 3
43 51 8
43 52 10
43 53 3
43 54 6
43 55 6
43 58 2
43 59 2
43 60 10
43 61 9
43 62 7
43 64 3
43 67 8
43 68 8
43 69 10
43 71 6
43 73 10
43 74 4
43 76 1
43 77 10
43 78 10
43 79 10
43 81 5
43 82 4
43 83 10
43 84 2
43 85 10
43 87 4
43 88 1
43 89 6
43 90 4
43 91 2
43 93 7
43 94 4
43 95 1
43 96 3
43 97 6
43 98 1
43 99 3
43 100 9
44 45 2
44 46 3
44 47 4
44 48 4
44 49 8
44 50 2
44 51 10
44 53 10
44 54 4
44 55 1
44 57 3
44 58 6
44 59 8
44 60 2
44 61 4
44 62 4
44 64 1
44 65 2
44 66 8
44 67 10
44 69 5
44 70 4
44 71 10
44 72 3
44 73 4
44 74 5
44 75 8
44 76 6
44 78 1
44 79 8
44 80 3
44 81 7
44 82 1
44 83 7
44 85 7
44 87 6
44 88 8
44 90 4
44 92 3
44 93 9
44 94 1
44 96 7
44 98 8
44 99 7
44 100 2
45 46 9
45 47 10
45 48 4
45 49 8
45 50 9
45 51 5
45 52 9
45 53 10
45 54 9
45 56 6
45 57 7
45 58 6
45 59 2
45 60 2
45 61 10
45 63 9
45 64 7
45 65 9
45 66 4
45 67 4
45 68 7
45 69 1
45 70 1
45 71 10
45 72 9
45 73 3
45 74 4
45 75 1
45 76 7
45 77 10
45 78 2
45 79 5
45 81 10
45 83 9
45 84 3
45 85 3
45 86 7
45 87 6
45 88 8
45 89 10
45 90 3
45 91 5
45 92 1
45 93 3
45 94 8
45 95 7
45 96 6
45 97 6
45 100 2
46 47 9
46 48 4
46 49 3
46 50 8
46 51 4
46 52 4
46 54 9
46 56 4
46 57 8
46 58 10
46 60 7
46 61 6
46 62 9
46 64 8
46 65 8
46 66 2
46 67 5
46 68 2
46 69 6
46 70 6
46 72 5
46 73 8
46 74 4
46 75 10
46 76 8
46 78 10
46 79 4
46 82 3
46 84 10
46 85 6
46 86 10
46 87 8
46 88 7
46 90 4
46 91 10
46 92 9
46 93 10
46 94 1
46 100 8
47 48 8
47 49 3
47 50 4
47 51 7
47 52 3
47 53 2
47 54 7
47 55 1
47 56 3
47 57 3
47 58 4
47 60 2
47 61 4
47 62 5
47 63 5
47 64 1
47 66 3
47 67 10
47 68 9
47 70 6
47 71 4
47 72 3
47 73 5
47 74 4
47 75 3
47 76 9
47 77 5
47 78 8
47 79 7
47 80 2
47 81 4
47 82 3
47 83 4
47 84 9
47 85 8
47 86 5
47 89 9
47 91 10
47 92 6
47 93 2
47 95 3
47 96 3
47 97 5
47 98 7
47 99 9
48 49 6
48 50 1
48 51 2
48 52 1
48 53 3
48 55 5
48 56 5
48 57 4
48 58 4
48 59 4
48 60 7
48 61 3
48 62 5
48 63 3
48 64 10
48 65 6
48 66 6
48 67 5
48 68 10
48 69 3
48 70 9
48 71 5
48 72 1
48 73 3
48 74 1
48 75 7
48 76 6
48 77 8
48 78 3
48 80 2
48 81 5
48 82 7
48 83 1
48 84 1
48 86 8
48 87 6
48 89 2
48 90 6
48 91 9
48 92 1
48 93 2
48 94 8
48 95 6
48 96 7
48 97 3
48 99 9
49 50 1
49 51 2
49 52 9
49 53 6
49 54 1
49 55 6
49 56 6
49 57 9
49 58 2
49 59 2
49 60 2
49 61 4
49 62 1
49 63 7
49 64 7
49 65 8
49 66 9
49 67 1
49 68 4
49 69 8
49 70 5
49 71 9
49 72 6
49 73 5
49 77 3
49 78 9
49 79 9
49 81 2
49 82 1
49 83 10
49 85 8
49 87 2
49 88 4
49 89 5
49 90 9
49 91 4
49 92 5
49 94 2
49 96 7
49 98 1
49 99 8
50 51 5
50 52 10
50 53 7
50 55 2
50 56 6
50 57 7
50 58 2
50 59 1
50 60 5
50 61 7
50 62 9
50 63 2
50 64 5
50 65 5
50 66 7
50 67 3
50 68 5
50 69 4
50 70 6
50 71 5
50 72 5
50 75 7
50 76 8
50 77 3
50 78 10
50 82 1
50 83 10
50 84 7
50 85 1
50 86 4
50 87 6
50 88 6
50 89 8
50 90 4
50 91 9
50 92 8
50 93 4
50 94 2
50 95 7
50 96 3
50 97 3
50 98 9
50 99 8
50 100 2
51 52 4
51 53 7
51 54 1
51 55 2
51 56 7
51 57 6
51 58 4
51 59 10
51 60 5
51 61 2
51 62 5
51 63 3
51 64 1
51 65 10
51 66 4
51 67 5
51 68 7
51 69 1
51 70 6
51 71 10
51 72 7
51 73 2
51 74 9
51 75 2
51 76 1
51 77 7
51 78 2
51 79 4
51 80 7
51 81 2
51 82 2
51 84 6
51 85 3
51 86 3
51 87 7
51 88 3
51 89 8
51 90 5
51 91 3
51 92 1
51 93 7
51 94 8
51 95 10
51 96 7
51 97 3
51 98 4
51 99 4
51 100 2
52 53 10
52 54 6
52 55 9
52 56 8
52 58 8
52 59 4
52 60 10
52 61 8
52 62 6
52 63 2
52 64 8
52 65 1
52 66 6
52 67 4
52 68 2
52 69 4
52 70 10
52 71 1
52 72 1
52 73 9
52 74 6
52 75 10
52 76 3
52 77 9
52 79 9
52 81 2
52 82 8
52 83 6
52 85 1
52 86 5
52 87 9
52 88 7
52 89 1
52 90 8
52 91 5
52 92 6
52 93 1
52 94 2
52 95 1
52 97 10
52 98 3
52 99 9
52 100 3
53 56 5
53 57 5
53 58 3
53 59 3
53 60 6
53 61 3
53 62 8
53 63 10
53 66 1
53 67 4
53 68 10
53 70 2
53 71 1
53 72 8
53 73 8
53 74 2
53 75 7
53 76 10
53 78 6
53 79 6
53 81 4
53 82 8
53 84 6
53 85 2
53 86 10
53 87 1
53 89 8
53 90 5
53 91 1
53 92 5
53 93 6
53 94 10
53 95 1
53 96 10
53 97 4
53 98 8
54 55 4
54 56 3
54 57 9
54 58 2
54 59 5
54 61 3
54 62 9
54 63 9
54 64 2
54 65 6
54 66 6
54 67 6
54 68 3
54 69 1
54 70 1
54 73 2
54 74 5
54 75 3
54 76 6
54 77 4
54 78 9
54 79 8
54 80 7
54 81 8
54 82 5
54 83 8
54 84 7
54 85 4
54 86 1
54 87 8
54 88 1
54 89 1
54 90 6
54 91 4
54 92 2
54 93 1
54 97 9
54 98 5
54 99 6
54 100 9
55 56 4
55 59 4
55 60 3
55 61 4
55 62 2
55 63 7
55 64 10
55 65 10
55 68 6
55 69 4
55 71 2
55 72 6
55 73 1
55 74 5
55 76 3
55 77 6
55 78 5
55 79 5
55 80 3
55 81 4
55 82 9
55 84 10
55 86 2
55 87 7
55 88 7
55 89 2
55 90 2
55 94 3
55 95 4
55 96 1
55 97 4
55 99 4
55 100 8
56 57 6
56 58 10
56 59 4
56 60 6
56 64 3
56 65 8
56 66 4
56 67 4
56 68 1
56 69 8
56 70 10
56 71 2
56 72 10
56 73 2
56 75 6
56 79 9
56 80 6
56 81 6
56 82 2
56 83 3
56 84 8
56 85 3
56 86 4
56 87 8
56 88 10
56 89 6
56 91 7
56 92 9
56 94 10
56 95 6
56 97 5
56 98 5
56 100 4
57 58 10
57 59 2
57 61 3
57 62 10
57 64 3
57 65 7
57 66 3
57 67 10
57 68 9
57 69 4
57 70 10
57 71 4
57 72 2
57 73 10
57 74 5
57 75 10
57 77 8
57 80 9
57 81 3
57 82 10
57 83 2
57 84 4
57 85 9
57 86 8
57 87 3
57 89 2
57 91 8
57 92 9
57 93 8
57 94 5
57 95 10
57 96 9
57 98 1
57 99 8
57 100 8
58 59 5
58 60 6
58 61 3
58 62 8
58 63 5
58 64 3
58 66 9
58 67 4
58 68 4
58 69 2
58 72 4
58 73 7
58 74 1
58 75 9
58 76 3
58 77 4
58 78 2
58 79 5
58 80 9
58 81 6
58 82 1
58 83 7
58 84 4
58 85 7
58 86 7
58 87 5
58 88 7
58 90 6
58 91 7
58 92 9
58 93 4
58 94 3
58 95 9
58 96 3
58 97 6
58 98 6
58 100 4
59 60 2
59 61 4
59 62 8
59 63 6
59 64 2
59 65 5
59 66 2
59 67 5
59 68 6
59 69 10
59 70 10
59 71 8
59 72 7
59 74 8
59 77 10
59 78 3
59 79 8
59 80 5
59 81 10
59 82 2
59 85 1
59 86 5
59 87 9
59 88 10
59 89 3
59 90 2
59 91 6
59 92 8
59 93 3
59 94 1
59 95 3
59 96 2
59 98 1
59 99 2
59 100 2
60 61 1
60 62 7
60 63 4
60 65 6
60 66 9
60 67 6
60 68 2
60 69 6
60 70 8
60 71 9
60 72 2
60 75 9
60 77 7
60 78 4
60 79 1
60 82 7
60 83 3
60 84 6
60 85 7
60 86 2
60 88 6
60 89 7
60 90 3
60 91 9
60 92 5
60 93 7
60 94 8
60 96 10
60 97 1
60 98 4
60 99 6
60 100 3
61 62 7
61 63 3
61 64 6
61 65 5
61 66 9
61 67 9
61 68 9
61 69 3
61 70 10
61 71 2
61 72 8
61 73 8
61 74 2
61 77 6
61 78 1
61 80 5
61 81 3
61 82 9
61 83 5
61 84 9
61 85 2
61 86 9
61 87 1
61 88 7
61 89 5
61 90 10
61 92 5
61 93 5
61 94 3
61 96 9
61 97 7
61 98 2
61 99 10
61 100 4
62 63 9
62 64 7
62 65 4
62 66 8
62 67 6
62 68 9
62 69 3
62 70 3
62 71 10
62 72 8
62 73 4
62 75 7
62 76 4
62 77 7
62 78 2
62 79 7
62 80 7
62 83 6
62 84 7
62 85 7
62 87 8
62 88 5
62 89 7
62 90 8
62 91 9
62 92 2
62 93 8
62 94 10
62 95 9
62 96 3
62 98 2
62 99 6
62 100 9
63 64 2
63 65 9
63 66 10
63 67 10
63 68 9
63 69 4
63 70 7
63 71 7
63 72 1
63 73 8
63 74 6
63 75 4
63 76 8
63 78 5
63 79 8
63 80 4
63 81 3
63 82 10
63 83 2
63 84 5
63 85 7
63 86 8
63 87 10
63 88 2
63 90 1
63 91 4
63 92 2
63 93 6
63 94 5
63 95 1
63 96 8
63 98 5
63 99 10
64 65 9
64 66 8
64 67 10
64 68 7
64 69 9
64 70 7
64 71 6
64 73 8
64 74 4
64 75 5
64 76 9
64 77 1
64 79 9
64 81 9
64 82 6
64 83 8
64 84 4
64 85 8
64 86 1
64 87 1
64 88 4
64 89 3
64 90 10
64 91 8
64 92 9
64 93 9
64 96 1
64 97 6
64 98 7
64 99 3
64 100 6
65 66 7
65 67 8
65 69 8
65 70 6
65 71 10
65 72 10
65 73 10
65 74 5
65 76 5
65 77 2
65 78 3
65 79 4
65 80 5
65 81 4
65 82 2
65 83 2
65 84 10
65 85 7
65 86 3
65 87 1
65 88 8
65 89 9
65 90 7
65 91 3
65 92 5
65 93 1
65 94 1
65 95 10
65 96 1
65 97 5
65 99 4
65 100 6
66 68 10
66 69 6
66 70 9
66 71 5
66 72 5
66 73 4
66 74 6
66 76 7
66 77 6
66 78 1
66 79 5
66 81 3
66 82 8
66 84 2
66 87 1
66 88 3
66 89 8
66 90 10
66 91 2
66 92 10
66 93 8
66 95 8
66 96 4
66 97 1
66 98 2
66 99 1
67 68 6
67 69 1
67 70 7
67 71 7
67 72 8
67 73 5
67 74 1
67 75 8
67 76 3
67 77 6
67 78 1
67 79 7
67 80 9
67 81 2
67 82 8
67 84 4
67 85 9
67 86 9
67 87 5
67 88 8
67 89 8
67 90 10
67 92 2
67 93 4
67 94 5
67 95 5
67 96 10
67 99 1
68 69 1
68 70 6
68 71 5
68 72 4
68 74 2
68 75 1
68 76 3
68 77 2
68 78 4
68 79 1
68 80 3
68 81 4
68 82 8
68 83 10
68 84 3
68 85 8
68 86 10
68 87 5
68 88 1
68 90 2
68 91 6
68 92 7
68 93 5
68 94 10
68 95 9
68 96 2
68 100 6
69 70 9
69 72 1
69 73 8
69 74 2
69 75 6
69 76 7
69 77 2
69 78 5
69 79 8
69 80 7
69 81 4
69 82 8
69 83 3
69 84 9
69 85 4
69 86 10
69 88 3
69 91 8
69 92 2
69 93 8
69 94 10
69 95 2
69 96 9
69 98 8
69 99 7
69 100 2
70 71 2
70 73 4
70 75 10
70 76 6
70 77 2
70 78 8
70 79 9
70 80 4
70 81 4
70 82 8
70 83 10
70 84 5
70 85 4
70 86 7
70 87 6
70 88 2
70 89 5
70 90 10
70 91 2
70 92 10
70 93 9
70 94 8
70 95 3
70 96 3
70 97 5
70 98 4
70 99 4
70 100 1
71 72 7
71 75 10
71 76 6
71 77 4
71 78 4
71 79 5
71 81 3
71 82 1
71 83 10
71 84 10
71 85 4
71 86 3
71 87 10
71 88 4
71 89 2
71 90 2
71 93 10
71 94 10
71 95 8
71 97 3
71 98 1
71 99 1
71 100 2
72 73 5
72 74 9
72 76 3
72 77 4
72 78 9
72 79 4
72 80 5
72 82 9
72 84 1
72 85 3
72 86 5
72 87 4
72 88 9
72 89 2
72 90 5
72 91 7
72 92 9
72 93 1
72 94 3
72 95 5
72 96 7
72 97 3
72 98 2
72 99 10
72 100 10
73 74 4
73 76 2
73 77 5
73 78 9
73 79 10
73 80 8
73 81 4
73 82 1
73 83 7
73 84 2
73 85 8
73 87 5
73 88 3
73 89 2
73 90 3
73 91 9
73 92 8
73 93 8
73 94 4
73 95 5
73 96 2
73 97 9
73 98 1
73 99 4
73 100 6
74 75 1
74 77 9
74 78 4
74 79 3
74 80 6
74 81 9
74 82 10
74 84 10
74 85 10
74 86 6
74 87 10
74 88 1
74 90 7
74 91 10
74 92 9
74 93 6
74 94 3
74 95 10
74 96 7
74 97 7
74 98 8
74 99 9
74 100 6
75 76 3
75 77 4
75 78 7
75 79 1
75 80 8
75 81 8
75 82 2
75 84 2
75 85 5
75 86 3
75 87 10
75 88 1
75 89 2
75 90 1
75 91 2
75 92 9
75 93 4
75 94 8
75 95 8
75 97 1
75 98 8
75 99 4
75 100 6
76 78 10
76 79 6
76 80 5
76 81 8
76 82 8
76 83 10
76 84 5
76 85 9
76 86 6
76 87 3
76 88 4
76 89 3
76 90 1
76 91 8
76 93 4
76 96 7
76 97 4
76 100 4
77 78 9
77 79 2
77 80 5
77 84 4
77 85 2
77 86 9
77 87 9
77 88 8
77 89 5
77 90 10
77 91 7
77 92 10
77 93 7
77 94 5
77 95 3
77 96 4
77 97 9
77 98 4
77 99 1
77 100 10
78 79 8
78 80 6
78 81 2
78 82 1
78 83 2
78 84 8
78 85 8
78 86 5
78 87 3
78 88 9
78 89 9
78 90 7
78 91 4
78 92 3
78 93 2
78 94 1
78 95 4
78 96 8
78 97 4
78 98 8
78 99 4
78 100 7
79 80 1
79 81 4
79 82 4
79 83 9
79 84 2
79 85 3
79 86 2
79 87 5
79 89 4
79 90 7
79 91 8
79 92 5
79 93 4
79 94 7
79 95 9
79 96 7
79 97 9
79 99 8
79 100 2
80 81 9
80 82 5
80 83 3
80 84 8
80 85 4
80 86 1
80 87 9
80 88 1
80 89 8
80 90 7
80 91 1
80 92 1
80 93 10
80 94 4
80 95 9
80 96 10
80 97 9
80 98 4
80 99 4
80 100 8
81 82 2
81 83 9
81 84 3
81 85 10
81 86 5
81 87 10
81 88 7
81 89 6
81 90 10
81 91 4
81 92 1
81 93 4
81 94 1
81 95 1
81 96 10
81 97 5
81 98 9
81 99 5
81 100 9
82 83 9
82 84 7
82 85 8
82 86 3
82 87 7
82 89 9
82 90 3
82 91 1
82 92 2
82 93 9
82 94 10
82 95 3
82 96 4
82 99 2
82 100 10
83 85 10
83 88 6
83 89 10
83 90 4
83 91 5
83 92 6
83 93 6
83 94 2
83 95 8
83 96 4
83 97 10
83 98 5
83 99 10
83 100 9
84 85 7
84 86 1
84 87 8
84 88 2
84 89 4
84 90 7
84 91 7
84 92 8
84 93 7
84 94 10
84 95 5
84 96 8
84 97 10
84 98 6
84 99 5
84 100 8
85 86 6
85 87 3
85 88 7
85 89 6
85 90 1
85 91 3
85 92 6
85 93 4
85 94 9
85 95 9
85 96 9
85 97 5
85 98 1
85 99 3
85 100 2
86 87 10
86 89 9
86 90 4
86 91 9
86 92 4
86 94 7
86 95 1
86 98 1
86 99 9
86 100 1
87 88 10
87 89 1
87 90 5
87 91 4
87 92 3
87 93 7
87 94 10
87 95 8
87 96 4
87 97 2
87 98 8
87 99 10
87 100 6
88 89 1
88 90 5
88 91 7
88 92 6
88 93 8
88 94 6
88 98 2
88 100 8
89 91 7
89 92 1
89 93 5
89 94 3
89 95 7
89 96 2
89 97 6
89 99 5
89 100 2
90 91 2
90 92 6
90 93 5
90 94 7
90 95 4
90 96 10
90 97 8
90 98 8
90 99 9
90 100 4
91 92 2
91 93 3
91 94 5
91 95 5
91 96 5
91 97 9
91 98 3
91 99 9
91 100 8
92 93 3
92 94 3
92 96 8
92 98 4
92 99 6
92 100 6
93 94 9
93 95 1
93 96 5
93 97 5
93 98 3
93 99 8
93 100 3
94 96 8
94 97 8
94 98 5
94 99 9
94 100 6
95 97 5
95 98 1
95 100 4
96 97 2
96 99 9
96 100 9
97 98 9
97 99 9
97 100 2
98 99 6
98 100 1
99 100 10
